,Regulation Title,Regulation Content
10,Điều 11. Hành vi bị nghiêm cấm trong lĩnh vực đất đai,"1. Lấn đất,
chiếm đất, hủy hoại đất.
2. Vi phạm quy định của pháp luật
về quản lý nhà nước về đất đai.
3. Vi phạm chính sách về đất đai
đối với đồng bào dân tộc thiểu số.
4. Lợi dụng chức vụ, quyền hạn để
làm trái quy định của pháp luật về quản lý đất đai.
5. Không cung cấp thông tin hoặc
cung cấp thông tin đất đai không chính xác, không đáp ứng yêu cầu về thời hạn
theo quy định của pháp luật.
6. Không ngăn chặn, không xử lý
hành vi vi phạm pháp luật về đất đai.
7. Không thực hiện đúng quy định
của pháp luật khi thực hiện quyền của người sử dụng đất.
8. Sử dụng đất, thực hiện giao dịch
về quyền sử dụng đất mà không đăng ký với cơ quan có thẩm quyền.
9. Không thực hiện hoặc thực hiện
không đầy đủ nghĩa vụ tài chính đối với Nhà nước.
10. Cản trở, gây khó khăn đối với
việc sử dụng đất, việc thực hiện quyền của người sử dụng đất theo quy định của
pháp luật. 
11. Phân biệt đối xử về giới
trong quản lý, sử dụng đất đai.
Chương II
QUYỀN HẠN VÀ TRÁCH NHIỆM
CỦA NHÀ NƯỚC, QUYỀN VÀ NGHĨA VỤ CỦA CÔNG DÂN ĐỐI VỚI ĐẤT ĐAI
Mục 1. QUYỀN
HẠN VÀ TRÁCH NHIỆM CỦA NHÀ NƯỚC LÀ ĐẠI DIỆN CHỦ SỞ HỮU VỀ ĐẤT ĐAI"
11,"Điều 12. Sở
hữu đất đai","Đất đai thuộc sở hữu toàn dân do
Nhà nước đại diện chủ sở hữu và thống nhất quản lý. Nhà nước trao
quyền sử dụng đất cho người sử dụng đất theo quy định của Luật này."
12,"Điều 13.
Quyền của Nhà nước là đại diện chủ sở hữu về đất đai","1. Quyết định quy
hoạch sử dụng đất.
2. Quyết định mục
đích sử dụng đất thông qua quy hoạch sử dụng đất, kế hoạch sử dụng đất, giao đất,
cho thuê đất, công nhận quyền sử dụng đất và cho phép chuyển mục đích sử dụng đất.
3. Quy định hạn mức
sử dụng đất gồm hạn mức giao đất nông nghiệp, hạn mức giao đất ở, hạn mức công
nhận đất ở và hạn mức nhận chuyển quyền sử dụng đất nông nghiệp.
4. Quyết định thời
hạn sử dụng đất.
5. Quyết định thu
hồi đất.
6. Quyết định
trưng dụng đất.
7. Quyết định giao
đất không thu tiền sử dụng đất, giao đất có thu tiền sử dụng đất.
8. Quyết định cho thuê
đất thu tiền thuê đất hằng năm, cho thuê đất thu tiền thuê đất một lần cho cả
thời gian thuê.
9. Công nhận quyền
sử dụng đất.
10. Quy định
nguyên tắc, phương pháp định giá đất; ban hành bảng giá đất và quyết định
giá đất cụ thể.
11. Quyết định chính sách tài
chính về đất đai; điều tiết phần giá trị tăng thêm từ đất mà không do đầu tư của
người sử dụng đất mang lại. 
12. Quy định quyền
và nghĩa vụ của người sử dụng đất phù hợp với hình thức giao đất, cho thuê đất,
công nhận quyền sử dụng đất, nguồn gốc sử dụng đất và nghĩa vụ tài chính của
người sử dụng đất."
13,Điều 14. Nhà nước thực hiện quyền đại diện chủ sở hữu về đất đai,"Nhà nước thực hiện quyền đại diện
chủ sở hữu về đất đai theo thẩm quyền quy định của Luật này và luật khác có liên
quan thông qua các cơ quan sau đây:
1. Quốc hội, Ủy ban Thường vụ Quốc
hội ban hành luật, pháp lệnh, nghị quyết về đất đai; quyết định quy hoạch sử dụng
đất quốc gia; thực hiện quyền giám sát đối với việc quản lý, sử dụng đất đai
trong phạm vi cả nước;
2. Hội đồng nhân dân các cấp thực
hiện quyền thông qua quy hoạch sử dụng đất của địa phương mình trước
khi trình cơ quan có thẩm quyền phê duyệt; thông qua việc thu hồi đất để
thực hiện các dự án phát triển kinh tế - xã hội vì lợi ích quốc gia,
công cộng của địa phương theo thẩm quyền; thông qua việc chuyển mục đích sử dụng
đất trồng lúa, đất rừng đặc dụng, đất rừng phòng hộ, đất rừng sản xuất theo thẩm
quyền quy định của Luật này; quyết định bảng giá đất; giám sát việc thi hành pháp
luật về đất đai tại địa phương;
3. Chính phủ, Ủy ban nhân dân
các cấp thực hiện quyền đại diện chủ sở hữu về đất đai theo thẩm quyền quy định
của Luật này và luật khác có liên quan."
14,"Điều 15.
Trách nhiệm của Nhà nước đối với người sử dụng đất","1. Có chính sách tạo điều kiện
cho người trực tiếp sản xuất nông nghiệp không có đất sản xuất do quá trình
chuyển đổi cơ cấu sử dụng đất và chuyển đổi cơ cấu kinh tế được đào tạo nghề,
chuyển đổi nghề và tìm kiếm việc làm.
2. Cấp Giấy chứng nhận quyền sử
dụng đất, quyền sở hữu tài sản gắn liền với đất cho người sử dụng đất khi có đủ
điều kiện theo quy định của pháp luật về đất đai.
3. Thực hiện bồi thường, hỗ trợ,
tái định cư theo quy định của pháp luật cho người có đất thu hồi khi Nhà nước
thu hồi đất vì mục đích quốc phòng, an ninh; phát triển kinh tế - xã hội vì lợi
ích quốc gia, công cộng.
4. Tuyên truyền, phổ biến, hướng
dẫn, trợ giúp pháp lý theo quy định của pháp luật cho người sử dụng đất trong
việc thực hiện chính sách, pháp luật, thủ tục hành chính về đất đai, khai thác
thông tin trong cơ sở dữ liệu quốc gia về đất đai.
5. Giải quyết tranh chấp đất
đai; giải quyết khiếu nại, tố cáo về đất đai."
15,"Điều 16.
Trách nhiệm của Nhà nước về đất đai đối với đồng bào dân tộc thiểu số","1. Có chính sách bảo đảm đất
sinh hoạt cộng đồng cho đồng bào dân tộc thiểu số phù hợp với phong tục, tập
quán, tín ngưỡng, bản sắc văn hóa và điều kiện thực tế của từng vùng.
2. Có chính sách hỗ trợ đất đai
lần đầu cho cá nhân là người dân tộc thiểu số thuộc diện hộ nghèo, hộ cận nghèo
tại vùng đồng bào dân tộc thiểu số và miền núi, phù hợp với phong tục, tập
quán, tín ngưỡng, bản sắc văn hóa và điều kiện thực tế của từng vùng để bảo đảm
ổn định cuộc sống như sau:
a) Giao đất ở trong hạn mức và
được miễn, giảm tiền sử dụng đất; 
b) Cho phép chuyển mục đích sử dụng
đất sang đất ở trong hạn mức giao đất ở và được miễn, giảm tiền sử dụng đất đối
với đất có nguồn gốc được Nhà nước giao, cho thuê, công nhận hoặc được thừa kế,
tặng cho, nhận chuyển nhượng quyền sử dụng đất theo quy định của pháp luật;
c) Giao đất nông nghiệp trong hạn
mức không thu tiền sử dụng đất;
d) Cho thuê đất phi nông nghiệp
không phải là đất ở để sản xuất, kinh doanh và được miễn, giảm tiền thuê đất;
đ) Diện tích giao đất, cho phép
chuyển mục đích sử dụng đất quy định tại điểm a và điểm b khoản này được tính
cho tổng diện tích đất được Nhà nước giao, cho phép chuyển mục đích sử dụng đất
trong quá trình thực hiện các chính sách về đất đai đối với đồng bào dân tộc
thiểu số. 
3. Có chính sách hỗ
trợ đất đai để bảo đảm ổn định cuộc sống cho cá nhân là người dân
tộc thiểu số đã được Nhà nước giao đất, cho thuê đất quy định tại khoản 2 Điều
này nhưng nay không còn đất hoặc thiếu đất so với hạn mức mà thuộc diện hộ
nghèo, hộ cận nghèo tại vùng đồng bào dân tộc
thiểu số và miền núi như sau:
a) Trường hợp không còn đất ở
thì được giao tiếp đất ở, cho phép chuyển mục đích sử dụng đất sang đất ở trong
hạn mức giao đất ở và được miễn, giảm tiền sử dụng đất. Trường hợp thiếu đất ở
thì cho phép chuyển mục đích sử dụng đất sang đất ở trong hạn mức giao đất ở và
được miễn, giảm tiền sử dụng đất;
b) Trường hợp không còn hoặc thiếu
đất nông nghiệp thì được giao tiếp đất nông nghiệp trong hạn mức không thu tiền
hoặc cho thuê đất phi nông nghiệp không phải là đất ở để sản xuất, kinh doanh
và được miễn, giảm tiền thuê đất.
4. Đất để thực hiện chính sách
quy định tại các khoản 1, 2 và 3 Điều này được bố trí từ quỹ đất do cơ quan, tổ
chức của Nhà nước quản lý hoặc từ quỹ đất thu hồi theo quy định tại khoản 29 Điều 79 của Luật này.
5. Ủy ban nhân
dân cấp tỉnh căn cứ tình hình thực tế và quỹ đất của địa phương quyết định diện
tích giao đất, cho thuê đất để thực hiện chính sách hỗ trợ đất đai đối với cá
nhân là người dân tộc thiểu số theo quy định tại khoản 3 Điều này.
6. Ủy ban nhân dân cấp tỉnh
trình Hội đồng nhân dân cùng cấp ban hành chính sách của địa phương về đất
đai đối với đồng bào dân tộc thiểu số sinh sống trên địa bàn phù hợp với điều
kiện thực tế của địa phương và tổ chức thực hiện.
7. Hằng năm, Ủy ban nhân dân cấp
xã rà soát, báo cáo Ủy ban nhân dân cấp huyện về các trường hợp không còn, thiếu
hoặc không có đất để giao đất, cho thuê đất theo quy định tại khoản 2 và khoản
3 Điều này; các trường hợp vi phạm chính sách về đất đai đối với đồng bào dân tộc
thiểu số, các trường hợp đã được Nhà nước giao đất, cho thuê đất theo quy định
tại khoản 3 Điều này mà không còn nhu cầu sử dụng đất mà phải thu hồi đất để tiếp
tục thực hiện chính sách về đất đai đối với đồng bào dân tộc thiểu số quy định
tại Điều này.
8. Kinh phí thực hiện bồi thường,
hỗ trợ, tái định cư để thu hồi đất theo quy định tại khoản 29 Điều
79 của Luật này; kinh phí đo đạc, lập hồ sơ địa chính, cấp Giấy chứng nhận
quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất và các chi phí khác để
thực hiện chính sách về đất đai đối với đồng bào dân tộc thiểu số được bố trí từ
ngân sách nhà nước và nguồn vốn hợp pháp khác theo quy định của pháp luật.
9. Chính phủ quy định chi tiết
Điều này."
16,"Điều 17. Bảo
đảm của Nhà nước đối với người sử dụng đất","1. Nhà nước bảo hộ quyền sử dụng
đất và tài sản gắn liền với đất hợp pháp của người sử dụng đất. 
2. Nhà nước không thừa nhận việc
đòi lại đất đã được giao theo quy định của Nhà nước cho người khác sử dụng
trong quá trình thực hiện chính sách đất đai của Nhà nước Việt Nam dân chủ cộng
hòa, Chính phủ Cách mạng lâm thời Cộng hòa miền Nam Việt Nam và Nhà nước Cộng
hòa xã hội chủ nghĩa Việt Nam."
17,"Điều 18.
Trách nhiệm của Nhà nước trong việc cung cấp thông tin đất đai","1. Bảo đảm quyền tiếp cận của
người sử dụng đất và tổ chức, cá nhân khác đối với Hệ thống thông tin quốc gia
về đất đai theo quy định của pháp luật; ưu tiên lựa chọn hình thức phù hợp với
phong tục, tập quán và văn hóa truyền thống của từng dân tộc, từng vùng.
2. Công bố kịp thời, công khai
thông tin thuộc Hệ thống thông tin quốc gia về đất đai cho người sử dụng đất
và tổ chức, cá nhân khác, trừ những thông tin thuộc bí mật nhà nước theo quy định
của pháp luật. 
3. Thông báo quyết định hành
chính, hành vi hành chính trong lĩnh vực quản lý đất đai đến người sử dụng đất
và tổ chức, cá nhân khác bị ảnh hưởng quyền và lợi ích hợp pháp."
18,"Điều 19.
Vai trò, trách nhiệm của Mặt trận Tổ quốc Việt Nam và các tổ chức thành viên của
Mặt trận trong quản lý và sử dụng đất đai","1. Ủy ban Trung ương Mặt trận Tổ
quốc Việt Nam tham gia xây dựng pháp luật, thực hiện phản biện xã hội đối với dự
thảo văn bản pháp luật về đất đai, dự thảo quy hoạch, kế hoạch sử dụng đất quốc
gia, dự án có sử dụng đất do Quốc hội, Thủ tướng Chính phủ quyết định, chấp thuận
chủ trương đầu tư. 
2. Ủy ban Mặt trận Tổ quốc Việt
Nam các cấp có trách nhiệm sau đây:
a) Tham gia xây dựng pháp luật;
thực hiện phản biện xã hội đối với dự thảo văn bản pháp luật về đất đai, dự thảo
quy hoạch, kế hoạch sử dụng đất cùng cấp, dự án có sử dụng đất do Hội đồng nhân
dân, Ủy ban nhân dân cùng cấp quyết định, chấp thuận chủ trương đầu tư;
b) Tham gia ý kiến về trường hợp
thu hồi đất, phương án bồi thường, hỗ trợ, tái định cư, trường hợp cưỡng chế
khi thực hiện thu hồi đất; 
c) Tham gia ý kiến, giám sát quá
trình xây dựng bảng giá đất và thực hiện bảng giá đất;
d) Tham gia hòa giải tranh chấp
đất đai theo quy định của pháp luật;
đ) Giám sát việc thực hiện chính
sách, pháp luật về thu hồi đất, trưng dụng đất; về bồi thường, hỗ trợ, tái định
cư; về giao đất, cho thuê đất, chuyển mục đích sử dụng đất; về cấp Giấy chứng
nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất.
3. Mặt trận Tổ quốc Việt Nam,
các tổ chức thành viên của Mặt trận có trách nhiệm trong việc tuyên truyền, phổ
biến chính sách, pháp luật về đất đai tới Nhân dân, vận động Nhân dân thực hiện
và chấp hành tốt chính sách, pháp luật về đất đai.
Mục 2. QUẢN
LÝ NHÀ NƯỚC VỀ ĐẤT ĐAI"
19,"Điều 20. Nội
dung quản lý nhà nước về đất đai","1. Ban hành và tổ chức thực hiện
các văn bản quy phạm pháp luật về quản lý, sử dụng đất đai.
2. Tuyên truyền, phổ biến,
giáo dục, đào tạo, nghiên cứu khoa học, phát triển công nghệ, hợp tác quốc tế
trong quản lý, sử dụng đất đai.
3. Xác định địa giới đơn vị hành
chính, lập và quản lý hồ sơ địa giới đơn vị hành chính.
4. Đo đạc, chỉnh lý, lập bản đồ
địa chính, bản đồ hiện trạng sử dụng đất, bản đồ quy hoạch sử dụng đất và các bản
đồ chuyên ngành về quản lý, sử dụng đất.
5. Điều tra, đánh giá và bảo vệ,
cải tạo, phục hồi đất đai. 
6. Lập, điều chỉnh, quản lý quy
hoạch, kế hoạch sử dụng đất.
7. Giao đất, cho thuê đất, thu hồi
đất, công nhận quyền sử dụng đất, trưng dụng đất, chuyển mục đích sử dụng đất.
8. Điều tra, xây dựng bảng giá đất,
giá đất cụ thể, quản lý giá đất.
9. Quản lý tài chính về đất đai.
10. Bồi thường, hỗ trợ, tái định
cư khi Nhà nước thu hồi đất, trưng dụng đất.
11. Phát triển, quản lý và khai
thác quỹ đất.
12. Đăng ký đất đai, lập và quản
lý hồ sơ địa chính; cấp, đính chính, thu hồi, hủy giấy chứng nhận.
13. Thống kê, kiểm kê đất đai.
14. Xây dựng, quản lý, vận hành,
khai thác Hệ thống thông tin quốc gia về đất đai.
15. Quản lý, giám sát việc thực
hiện quyền và nghĩa vụ của người sử dụng đất.
16. Giải quyết tranh chấp đất
đai; giải quyết khiếu nại, tố cáo về đất đai.
17. Cung cấp, quản lý hoạt động
dịch vụ công về đất đai.
18. Thanh tra, kiểm tra, giám
sát, theo dõi, đánh giá việc chấp hành quy định của pháp luật về đất đai và xử
lý vi phạm pháp luật về đất đai."
20,"Điều 21.
Nhiệm vụ, quyền hạn của Chính phủ, Thủ tướng Chính phủ, các Bộ, cơ quan ngang Bộ
và chính quyền địa phương các cấp","1. Chính phủ thống nhất quản lý
nhà nước về đất đai trong phạm vi cả nước.
2. Thủ tướng Chính phủ thực hiện
nhiệm vụ quản lý nhà nước về đất đai theo quy định của Luật này.
3. Bộ Tài
nguyên và Môi trường là cơ quan đầu mối giúp Chính phủ, Thủ tướng Chính phủ thực
hiện quản lý nhà nước về đất đai. 
4. Bộ, cơ quan ngang Bộ, trong
phạm vi nhiệm vụ, quyền hạn của mình, có trách nhiệm giúp Chính phủ, Thủ tướng
Chính phủ trong quản lý nhà nước về đất đai.
5. Chính quyền địa phương các cấp
có trách nhiệm quản lý nhà nước về đất đai tại địa phương theo thẩm quyền quy định
của Luật này.
Ở đơn vị hành chính cấp huyện
không thành lập đơn vị hành chính cấp xã thì Hội đồng nhân dân, Ủy ban nhân dân
cấp huyện thực hiện nhiệm vụ, quyền hạn của Hội đồng nhân dân, Ủy ban nhân dân
cấp xã quy định của Luật này."
